degree,riskstat,1hop_degree,2hop_degree,1hop_riskstat,2hop_riskstat
-0.24374239,1.2162955,-0.35302597,-0.20782523,0.2475658,0.2899624
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.78025997,-0.7693012,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-0.48964933,-0.22917245,-0.5187053,-0.4893585,-0.4923872,-0.63812274
-1.2888469,-0.80735964,-0.7684858,-0.7756635,-0.71326864,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-0.797033,-1.0964532,-0.6650413,-0.708859,-0.7077466,-0.73875856
-0.36669585,-0.80735964,-0.40769175,-0.15533596,-0.6249161,-0.59339577
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.0429399,-1.0964532,-0.7003638,-0.6818191,-0.68013644,-0.6604863
-1.1658933,-1.0964532,-0.7491425,-0.7597577,-0.71879065,-0.76112205
-1.1658933,-0.80735964,-0.7449375,-0.7756635,-0.6746144,-0.7499403
-1.0429399,-0.80735964,-0.73484534,-0.77248234,-0.7022246,-0.7275768
-1.2888469,-0.80735964,-0.7684858,-0.7756635,-0.71326864,-0.77230376
-1.2888469,-1.0964532,-0.7668038,-0.76293886,-0.7353568,-0.77230376
1.2316992,-0.22917245,1.2457374,0.61450636,0.13160303,-0.056671813
-1.4118003,-0.80735964,-0.77941895,-0.75180477,-0.71879065,-0.73875856
-1.3503236,-1.0964532,-0.7760549,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-0.9199865,-0.80735964,-0.67176944,-0.32711896,-0.66357034,-0.44803303
3.8137221,0.9272019,6.199297,11.551358,2.666218,5.713111
-1.2273701,-1.0964532,-0.75839365,-0.73908013,-0.7353568,-0.73875856
-1.1658933,-1.0964532,-0.7491425,-0.7597577,-0.71879065,-0.76112205
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-0.9814632,-1.0964532,-0.67513347,-0.288945,-0.7022246,-0.36976078
-0.7355563,-1.0964532,-0.62130874,-0.6070617,-0.7353568,-0.77230376
-1.2888469,-1.0964532,-0.7693268,-0.75180477,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.77100885,-0.747033,-0.7243127,-0.70521325
-1.3503236,-1.0964532,-0.77100885,-0.747033,-0.7243127,-0.70521325
-1.1044166,-0.518266,-0.73736835,-0.73430836,-0.65804833,-0.7275768
-0.9814632,-0.80735964,-0.6978408,-0.6356922,-0.65804833,-0.54866874
-0.8585098,-0.518266,-0.6902717,-0.7231743,-0.6414822,-0.671668
-1.1658933,-0.80735964,-0.7508246,-0.747033,-0.6911805,-0.70521325
-0.67407954,-0.22917245,-0.65915424,-0.7184025,-0.60282797,-0.68284976
-0.8585098,-0.518266,-0.6902717,-0.7231743,-0.6414822,-0.671668
-1.1044166,-1.0964532,-0.7297993,-0.70567787,-0.72983474,-0.7499403
-1.1658933,-0.518266,-0.75250655,-0.76452947,-0.65804833,-0.70521325
-1.1044166,-0.518266,-0.73736835,-0.73430836,-0.65804833,-0.7275768
-1.0429399,-0.518266,-0.715502,-0.76134825,-0.63596016,-0.73875856
-0.9814632,-0.80735964,-0.6978408,-0.6356922,-0.65804833,-0.54866874
-0.9814632,-0.80735964,-0.6978408,-0.6356922,-0.65804833,-0.54866874
-1.1658933,-0.80735964,-0.7508246,-0.747033,-0.6911805,-0.70521325
-1.1044166,-0.518266,-0.72895825,-0.65159804,-0.64700425,-0.671668
-1.1044166,-0.518266,-0.72895825,-0.65159804,-0.64700425,-0.671668
-0.797033,-0.80735964,-0.6473801,-0.78520703,-0.66357034,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
1.1702225,0.9272019,0.87148714,-0.026498716,0.9709527,-0.2355798
0.18659474,-0.518266,0.14905806,0.9246702,0.010118208,1.4640461
-0.4281726,0.05992115,-0.48758787,-0.57525,-0.40955663,-0.54866874
-0.9814632,-0.80735964,-0.6978408,-0.6356922,-0.65804833,-0.54866874
-0.797033,-0.80735964,-0.6473801,-0.78520703,-0.66357034,-0.77230376
-0.9814632,-0.80735964,-0.6978408,-0.6356922,-0.65804833,-0.54866874
-1.0429399,-0.518266,-0.715502,-0.76134825,-0.63596016,-0.73875856
-0.797033,-0.22917245,-0.6339239,-0.49253967,-0.50895333,-0.5039418
-0.797033,-0.80735964,-0.6473801,-0.78520703,-0.66357034,-0.77230376
-0.9814632,-0.80735964,-0.6978408,-0.6356922,-0.65804833,-0.54866874
-0.9814632,-0.518266,-0.7028869,-0.6738662,-0.61939406,-0.6940315
-1.3503236,-1.0964532,-0.77100885,-0.76293886,-0.7353568,-0.77230376
-1.1658933,-1.0964532,-0.7508246,-0.7549859,-0.7353568,-0.77230376
-1.2888469,-1.0964532,-0.76512176,-0.76293886,-0.7353568,-0.77230376
-0.9814632,-0.518266,-0.7028869,-0.6738662,-0.61939406,-0.6940315
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
0.24807148,0.34901476,0.074208006,0.7942423,0.31383026,1.10623
-0.3052191,0.05992115,-0.38077936,-0.34302482,-0.3046379,-0.33621556
-0.797033,-0.80735964,-0.6473801,-0.78520703,-0.66357034,-0.77230376
-1.2273701,-0.80735964,-0.75587064,-0.708859,-0.71326864,-0.7275768
-1.3503236,-0.80735964,-0.7777369,-0.7756635,-0.71879065,-0.77230376
-0.797033,-0.80735964,-0.6473801,-0.78520703,-0.66357034,-0.77230376
0.37102494,1.2162955,-0.141091,-0.48458675,0.33039635,-0.38094252
-0.9814632,-0.518266,-0.7028869,-0.6738662,-0.61939406,-0.6940315
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-0.80735964,-0.781942,-0.78520703,-0.71879065,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-0.9814632,-0.518266,-0.7028869,-0.6738662,-0.61939406,-0.6940315
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-0.8585098,-0.22917245,-0.64485705,-0.6070617,-0.4923872,-0.22439806
-1.3503236,-0.518266,-0.7777369,-0.78520703,-0.6967026,-0.77230376
0.61693186,-0.22917245,0.1801755,-0.37006474,-0.2604616,-0.47039652
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.1658933,-1.0964532,-0.73820937,-0.747033,-0.71326864,-0.73875856
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-0.80735964,-0.78025997,-0.78043526,-0.7077466,-0.7499403
-1.3503236,-1.0964532,-0.7777369,-0.7756635,-0.72983474,-0.7499403
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.2888469,-1.0964532,-0.7693268,-0.747033,-0.72983474,-0.73875856
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-0.9814632,-0.518266,-0.640652,-0.41778225,-0.54760754,-0.15730755
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-0.48964933,-1.0964532,-0.5119772,-0.5911558,-0.7353568,-0.7275768
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.1044166,-0.80735964,-0.7306403,-0.7358989,-0.6911805,-0.77230376
-0.797033,-0.80735964,-0.6473801,-0.78520703,-0.66357034,-0.77230376
-0.797033,-0.80735964,-0.6473801,-0.78520703,-0.66357034,-0.77230376
-1.4118003,-0.80735964,-0.783624,-0.78520703,-0.7243127,-0.77230376
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.1658933,-1.0964532,-0.7508246,-0.7549859,-0.7353568,-0.77230376
-0.9814632,-0.80735964,-0.7180251,-0.7756635,-0.6967026,-0.76112205
-1.1044166,-0.80735964,-0.7306403,-0.7358989,-0.6911805,-0.77230376
-0.797033,-0.80735964,-0.6473801,-0.78520703,-0.66357034,-0.77230376
-0.797033,-0.80735964,-0.6473801,-0.78520703,-0.66357034,-0.77230376
-1.2888469,-1.0964532,-0.76512176,-0.76293886,-0.7353568,-0.77230376
-1.2888469,-1.0964532,-0.76512176,-0.76293886,-0.7353568,-0.77230376
-1.1658933,-1.0964532,-0.7533476,-0.75657654,-0.7353568,-0.77230376
-0.7355563,-0.80735964,-0.6549492,-0.689772,-0.6967026,-0.716395
-0.797033,-0.518266,-0.58009917,-0.46709034,-0.54760754,-0.43685126
0.5554551,0.6381084,0.1381249,-0.012183466,0.35248452,0.45768866
-0.9814632,-0.80735964,-0.7180251,-0.7756635,-0.6967026,-0.76112205
-1.4118003,-0.80735964,-0.781942,-0.78520703,-0.71879065,-0.77230376
-1.4118003,-1.0964532,-0.781101,-0.7788447,-0.7353568,-0.76112205
-1.3503236,-0.80735964,-0.7760549,-0.78520703,-0.71326864,-0.77230376
-1.1658933,-0.80735964,-0.75839365,-0.78520703,-0.7077466,-0.77230376
0.80136204,1.7944827,0.7621556,0.589057,1.9152211,2.2467685
-0.797033,-0.22917245,-0.62383175,-0.5004926,-0.5420855,-0.68284976
0.12511802,-0.80735964,-0.17725451,-0.49572083,-0.5752177,-0.38094252
-1.4118003,-1.0964532,-0.781101,-0.7788447,-0.7353568,-0.76112205
-0.797033,-0.80735964,-0.6473801,-0.78520703,-0.66357034,-0.77230376
-1.3503236,-1.0964532,-0.7743729,-0.7756635,-0.7353568,-0.76112205
-1.3503236,-0.80735964,-0.77353185,-0.7788447,-0.71326864,-0.76112205
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-0.80735964,-0.781101,-0.7788447,-0.71879065,-0.77230376
-1.4118003,-0.80735964,-0.781942,-0.78520703,-0.71879065,-0.77230376
-1.2888469,-1.0964532,-0.7701678,-0.7772541,-0.7353568,-0.77230376
-1.1658933,-1.0964532,-0.73820937,-0.747033,-0.71326864,-0.73875856
-1.2273701,-1.0964532,-0.75923467,-0.76293886,-0.7353568,-0.77230376
-0.9814632,-1.0964532,-0.69531775,-0.708859,-0.71879065,-0.7275768
-0.797033,-0.80735964,-0.6473801,-0.78520703,-0.66357034,-0.77230376
0.37102494,0.6381084,0.0952333,-0.7311272,0.32487434,-0.68284976
-1.2888469,-1.0964532,-0.7693268,-0.747033,-0.72983474,-0.73875856
-0.7355563,-1.0964532,-0.62971884,-0.6531886,-0.7353568,-0.77230376
-1.2888469,-1.0964532,-0.7684858,-0.76134825,-0.72983474,-0.7499403
-0.9814632,-0.80735964,-0.7180251,-0.7756635,-0.6967026,-0.76112205
-1.1658933,-1.0964532,-0.73820937,-0.747033,-0.71326864,-0.73875856
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-0.8585098,-1.0964532,-0.6642003,-0.6150146,-0.7353568,-0.68284976
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.1658933,-1.0964532,-0.7533476,-0.75657654,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.77689594,-0.7788447,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.1044166,-1.0964532,-0.7457785,-0.78520703,-0.7353568,-0.77230376
-1.1044166,0.05992115,-0.7508246,-0.7788447,-0.63596016,-0.7499403
1.6620364,2.37267,1.5585938,1.2634645,2.5171232,0.4688704
-1.3503236,-0.518266,-0.7777369,-0.77248234,-0.7022246,-0.7275768
-1.2273701,-0.518266,-0.7575526,-0.77248234,-0.65804833,-0.7275768
-1.473277,-1.0964532,-0.784465,-0.77248234,-0.7243127,-0.7275768
-1.2273701,-0.518266,-0.7575526,-0.77248234,-0.65804833,-0.7275768
-1.4118003,-0.80735964,-0.781942,-0.78520703,-0.71879065,-0.77230376
-1.473277,-0.80735964,-0.783624,-0.76134825,-0.71879065,-0.70521325
-0.8585098,-0.518266,-0.69363576,-0.6945438,-0.65804833,-0.6940315
-0.36669585,-0.80735964,-0.32190853,0.083251536,-0.5586516,-0.33621556
0.80136204,-0.518266,0.6317988,0.062573954,-0.017491978,0.09987268
-1.2273701,-0.518266,-0.7575526,-0.77248234,-0.65804833,-0.7275768
-1.2888469,-0.518266,-0.76764476,-0.76293886,-0.6856585,-0.76112205
-1.2273701,-1.0964532,-0.75923467,-0.76293886,-0.7353568,-0.73875856
-1.2273701,-1.0964532,-0.75923467,-0.75180477,-0.72983474,-0.70521325
-1.2273701,-1.0964532,-0.75923467,-0.76293886,-0.7353568,-0.73875856
-1.2888469,-0.518266,-0.76764476,-0.76293886,-0.6856585,-0.76112205
-1.2273701,-1.0964532,-0.7625987,-0.75657654,-0.7243127,-0.76112205
1.6005596,2.0835762,1.1969587,0.62564045,1.6888175,0.59186965
-1.4118003,-0.80735964,-0.781942,-0.78520703,-0.71879065,-0.77230376
-0.55112606,-0.518266,-0.54393566,-0.41778225,-0.54760754,-0.40330604
2.9530478,0.6381084,3.8747404,3.8497531,1.7937362,0.79314107
-1.2273701,-0.80735964,-0.7575526,-0.7597577,-0.7022246,-0.7275768
0.80136204,1.5053891,0.4896678,0.5811041,1.2028782,1.7771351
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781101,-0.7820259,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-0.120788924,-0.22917245,-0.34293383,-0.5768406,-0.4206007,-0.68284976
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-0.80735964,-0.77100885,-0.75657654,-0.71326864,-0.73875856
-1.4118003,-1.0964532,-0.782783,-0.7820259,-0.7353568,-0.77230376
-0.18226565,-0.80735964,-0.33704677,-0.20941581,-0.5917839,-0.35857904
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.2273701,-1.0964532,-0.7634397,-0.7820259,-0.7353568,-0.77230376
-1.2273701,-1.0964532,-0.7634397,-0.7820259,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.784465,-0.7756635,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.78025997,-0.78043526,-0.7353568,-0.77230376
-1.2273701,-1.0964532,-0.75923467,-0.7549859,-0.7353568,-0.77230376
-1.2888469,-1.0964532,-0.7693268,-0.76452947,-0.7353568,-0.77230376
-1.2273701,-1.0964532,-0.75839365,-0.7597577,-0.7353568,-0.77230376
0.43250167,1.2162955,0.09691533,0.25662515,0.52366763,0.16696317
-1.1658933,-0.80735964,-0.75587064,-0.7756635,-0.6967026,-0.76112205
-1.2888469,-1.0964532,-0.7668038,-0.7788447,-0.7353568,-0.77230376
1.047269,0.9272019,0.86391807,0.8117387,0.71141696,0.6701419
-1.1658933,-1.0964532,-0.74325544,-0.7597577,-0.7353568,-0.7499403
-1.2273701,-1.0964532,-0.75923467,-0.76293886,-0.7353568,-0.73875856
-1.1044166,-0.80735964,-0.73820937,-0.73271775,-0.7077466,-0.76112205
-0.7355563,-1.0964532,-0.6347649,-0.5307137,-0.66909236,-0.5710323
-0.9199865,-0.80735964,-0.6978408,-0.7756635,-0.68013644,-0.77230376
-1.473277,-1.0964532,-0.78530604,-0.7772541,-0.7353568,-0.76112205
0.18659474,-0.22917245,-0.09904042,0.025990536,-0.1831531,-0.3026703
-1.4118003,-1.0964532,-0.781101,-0.75657654,-0.72983474,-0.73875856
-0.797033,-1.0964532,-0.62719584,-0.5307137,-0.7022246,-0.52630526
-1.2273701,-0.80735964,-0.7567116,-0.7374895,-0.7022246,-0.77230376
-1.473277,-1.0964532,-0.784465,-0.76612,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.0429399,-1.0964532,-0.7297993,-0.75657654,-0.7243127,-0.73875856
-1.1044166,-0.80735964,-0.7424144,-0.7693012,-0.7077466,-0.7499403
-1.0429399,-1.0964532,-0.7297993,-0.75657654,-0.7243127,-0.73875856
-1.2273701,-0.80735964,-0.7567116,-0.7374895,-0.7022246,-0.77230376
-1.2888469,-1.0964532,-0.7668038,-0.7788447,-0.7353568,-0.77230376
-1.2273701,-1.0964532,-0.75923467,-0.75180477,-0.72983474,-0.70521325
0.9243155,1.2162955,0.6107735,0.37273774,0.7887255,0.36823466
-1.3503236,-1.0964532,-0.77941895,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78530604,-0.7788447,-0.7353568,-0.77230376
-1.3503236,-0.80735964,-0.77269083,-0.72794604,-0.71879065,-0.73875856
-1.473277,-1.0964532,-0.78530604,-0.78043526,-0.7353568,-0.77230376
-1.1658933,-1.0964532,-0.74325544,-0.7597577,-0.7353568,-0.7499403
-1.3503236,-0.80735964,-0.77269083,-0.72794604,-0.71879065,-0.73875856
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-0.80735964,-0.7760549,-0.78520703,-0.71326864,-0.77230376
-1.1658933,-1.0964532,-0.74325544,-0.7597577,-0.7353568,-0.7499403
-1.473277,-1.0964532,-0.78530604,-0.7820259,-0.7353568,-0.77230376
-1.2273701,-0.80735964,-0.7575526,-0.7597577,-0.7022246,-0.7275768
-1.473277,-1.0964532,-0.78530604,-0.78043526,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.2888469,-1.0964532,-0.7701678,-0.78520703,-0.7353568,-0.77230376
-1.2273701,-1.0964532,-0.7575526,-0.78043526,-0.7353568,-0.77230376
-1.1044166,-1.0964532,-0.7255942,-0.689772,-0.7353568,-0.70521325
-1.2273701,-0.80735964,-0.7575526,-0.7597577,-0.7022246,-0.7275768
-1.1658933,-1.0964532,-0.7483015,-0.76293886,-0.7353568,-0.77230376
-1.1658933,-1.0964532,-0.74325544,-0.7597577,-0.7353568,-0.7499403
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.2888469,-0.80735964,-0.76764476,-0.75657654,-0.71326864,-0.7499403
0.9243155,0.9272019,0.6376859,0.18982063,0.8052916,0.02160043
-1.0429399,-1.0964532,-0.7297993,-0.75657654,-0.7243127,-0.73875856
-1.2888469,-1.0964532,-0.7668038,-0.7788447,-0.7353568,-0.77230376
-0.7355563,-0.80735964,-0.63896996,-0.6484169,-0.6746144,-0.7499403
-1.2273701,-0.80735964,-0.7617577,-0.7486236,-0.6967026,-0.7499403
0.12511802,-0.518266,-0.098199405,-0.24281806,-0.42612275,-0.41448778
-1.4118003,-1.0964532,-0.783624,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.7743729,-0.76134825,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.782783,-0.7820259,-0.7353568,-0.77230376
-1.2273701,-1.0964532,-0.75923467,-0.78520703,-0.7353568,-0.77230376
-1.0429399,-0.22917245,-0.7331633,-0.7756635,-0.61939406,-0.76112205
-1.0429399,-0.22917245,-0.7331633,-0.7756635,-0.61939406,-0.76112205
-1.2273701,-1.0964532,-0.75923467,-0.78520703,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-1.2273701,-1.0964532,-0.75166553,-0.72158366,-0.68013644,-0.6045775
0.06364128,-0.80735964,0.025429323,0.33456373,-0.4206007,0.12223618
-1.2273701,-1.0964532,-0.75923467,-0.78520703,-0.7353568,-0.77230376
-0.9814632,-0.80735964,-0.712979,-0.72158366,-0.6967026,-0.73875856
-1.2273701,-1.0964532,-0.75923467,-0.78520703,-0.7353568,-0.77230376
-1.2273701,-1.0964532,-0.75166553,-0.72158366,-0.68013644,-0.6045775
-1.3503236,-0.80735964,-0.7743729,-0.76612,-0.71326864,-0.77230376
-0.61260283,-0.518266,-0.5750531,-0.6181958,-0.5917839,-0.5710323
-1.2273701,-0.80735964,-0.76428074,-0.7422613,-0.71326864,-0.671668
-1.2273701,-1.0964532,-0.75923467,-0.78520703,-0.7353568,-0.77230376
-1.2273701,-1.0964532,-0.75923467,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-0.80735964,-0.7743729,-0.76612,-0.71326864,-0.77230376
-1.1044166,-1.0964532,-0.7424144,-0.7533954,-0.7353568,-0.7499403
0.12511802,0.6381084,-0.20584892,-0.40346697,-0.0064479043,-0.5039418
-1.3503236,-1.0964532,-0.7693268,-0.73430836,-0.7353568,-0.77230376
-1.0429399,-0.22917245,-0.7331633,-0.7756635,-0.61939406,-0.76112205
-1.3503236,-1.0964532,-0.7693268,-0.73430836,-0.7353568,-0.77230376
-0.9199865,-0.80735964,-0.6944768,-0.6961343,-0.6746144,-0.6604863
-1.2888469,-0.80735964,-0.7617577,-0.6961343,-0.7022246,-0.7275768
-1.1044166,-1.0964532,-0.7323223,-0.708859,-0.7243127,-0.68284976
-0.9199865,-0.80735964,-0.6944768,-0.6961343,-0.6746144,-0.6604863
-1.2888469,-0.80735964,-0.7668038,-0.7693012,-0.7022246,-0.7499403
-1.0429399,-0.80735964,-0.69615877,-0.613424,-0.65804833,-0.5039418
-0.9199865,-0.518266,-0.6911127,-0.6961343,-0.63043815,-0.7499403
-1.0429399,-1.0964532,-0.7180251,-0.69931555,-0.7077466,-0.6604863
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
-0.9199865,-0.518266,-0.6894307,-0.7104496,-0.65804833,-0.716395
-0.8585098,-0.22917245,-0.67176944,-0.74544245,-0.51999736,-0.7275768
-1.3503236,-1.0964532,-0.7777369,-0.78520703,-0.7353568,-0.77230376
-0.67407954,-1.0964532,-0.5910323,-0.6738662,-0.7353568,-0.77230376
-0.7355563,-1.0964532,-0.6112166,-0.7311272,-0.6911805,-0.68284976
-1.473277,-1.0964532,-0.784465,-0.7756635,-0.7353568,-0.77230376
-1.2888469,-0.80735964,-0.7600757,-0.61660516,-0.7022246,-0.70521325
-0.9814632,-0.80735964,-0.7028869,-0.7756635,-0.68013644,-0.77230376
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.2273701,-1.0964532,-0.7609167,-0.76134825,-0.7353568,-0.77230376
-1.4118003,-1.0964532,-0.781101,-0.7820259,-0.7353568,-0.77230376
-1.473277,-1.0964532,-0.784465,-0.7756635,-0.7353568,-0.77230376
-1.0429399,-1.0964532,-0.71970713,-0.7406707,-0.7353568,-0.7499403
-0.9199865,-0.518266,-0.6911127,-0.6961343,-0.63043815,-0.7499403
-1.1658933,-1.0964532,-0.74325544,-0.76293886,-0.7353568,-0.7499403
-0.4281726,0.34901476,-0.39507657,-0.39869523,-0.07823439,-0.26912504
-1.1658933,-0.518266,-0.75250655,-0.747033,-0.6856585,-0.73875856
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.7718499,-0.70567787,-0.72983474,-0.716395
-1.4118003,-1.0964532,-0.77689594,-0.75657654,-0.7353568,-0.77230376
1.6620364,2.0835762,1.4728105,1.2252904,2.0146177,1.3075016
-1.1658933,-1.0964532,-0.74325544,-0.76293886,-0.7353568,-0.7499403
-0.9814632,-0.80735964,-0.712138,-0.689772,-0.68013644,-0.68284976
-0.9199865,-0.518266,-0.6894307,-0.7104496,-0.65804833,-0.716395
-0.24374239,0.05992115,-0.40264568,-0.613424,-0.15002087,-0.49276
-1.2888469,-1.0964532,-0.76512176,-0.76612,-0.7353568,-0.77230376
-1.2888469,-1.0964532,-0.7684858,-0.75657654,-0.7353568,-0.77230376
-0.9199865,-0.80735964,-0.68017954,-0.65636975,-0.6746144,-0.68284976
-0.9814632,-0.518266,-0.7070919,-0.71522135,-0.63596016,-0.7275768
-1.3503236,-1.0964532,-0.7718499,-0.70567787,-0.72983474,-0.716395
-1.473277,-1.0964532,-0.78614706,-0.78520703,-0.7353568,-0.77230376
-1.3503236,-1.0964532,-0.77941895,-0.78520703,-0.7353568,-0.77230376
-1.0429399,-0.80735964,-0.71970713,-0.75021416,-0.6911805,-0.7499403
-1.1044166,-1.0964532,-0.7331633,-0.72794604,-0.7353568,-0.73875856
-0.8585098,-0.80735964,-0.6734515,-0.73430836,-0.65252626,-0.7499403
0.98579234,0.9272019,0.79243207,1.2284716,1.0372171,1.5423183
-0.36669585,-0.22917245,-0.4177839,-0.0026399654,-0.3709024,0.34587115
-1.1658933,-0.22917245,-0.74325544,-0.76612,-0.61939406,-0.77230376
-0.9814632,-0.80735964,-0.7028869,-0.7374895,-0.68013644,-0.77230376
-1.1044166,-1.0964532,-0.7424144,-0.7533954,-0.7353568,-0.7499403
-1.2273701,-0.80735964,-0.7508246,-0.6611415,-0.6911805,-0.73875856
-1.2273701,-0.80735964,-0.75923467,-0.76612,-0.6911805,-0.7499403
-1.1658933,-0.80735964,-0.73820937,-0.62773925,-0.68013644,-0.70521325
-1.2888469,-0.80735964,-0.7701678,-0.747033,-0.71326864,-0.77230376
-1.2888469,-0.80735964,-0.7668038,-0.7693012,-0.7022246,-0.7499403
-1.473277,-1.0964532,-0.784465,-0.7597577,-0.7353568,-0.7499403
-0.8585098,-0.80735964,-0.6734515,-0.73430836,-0.65252626,-0.7499403
-1.4118003,-1.0964532,-0.781942,-0.78520703,-0.7353568,-0.77230376
1.6620364,2.37267,1.436647,0.035534035,2.5612993,1.2180475
-0.9199865,-0.80735964,-0.69531775,-0.7184025,-0.6856585,-0.7275768
-0.120788924,-0.80735964,-0.31602147,-0.46709034,-0.5641737,-0.47039652
-1.4118003,-1.0964532,-0.781101,-0.7820259,-0.7353568,-0.77230376
-0.9814632,-1.0964532,-0.7070919,-0.7581671,-0.7243127,-0.7499403
-0.67407954,-0.80735964,-0.57337105,-0.5307137,-0.63043815,-0.59339577
-0.9814632,-0.80735964,-0.7028869,-0.7374895,-0.68013644,-0.77230376
0.61693186,2.6617634,0.40136158,0.5842853,1.7164277,1.911316
-1.1044166,-1.0964532,-0.7323223,-0.708859,-0.7243127,-0.68284976
-0.8585098,-0.80735964,-0.6734515,-0.73430836,-0.65252626,-0.7499403
-1.1044166,-1.0964532,-0.7323223,-0.708859,-0.7243127,-0.68284976
-1.1044166,-1.0964532,-0.7323223,-0.708859,-0.7243127,-0.68284976
-1.3503236,-1.0964532,-0.7760549,-0.75657654,-0.7353568,-0.77230376
-1.5347538,-1.0964532,-0.78867006,-0.78520703,-0.7353568,-0.77230376
